Year,Quarter,Region,State,Segment,Vehicle_Class,Manufacturer,Fuel_Type,Units_Sold,Avg_Price_INR
FY2020,Q1,North,Himachal Pradesh,Passenger Car,Sedan,Maruti Suzuki,Petrol,4521,949899
FY2020,Q1,North,Himachal Pradesh,Three-Wheeler,Passenger 3W,Mahindra,CNG,733,151489
FY2020,Q1,North,Himachal Pradesh,Two-Wheeler,Scooter,TVS Motor,Petrol,22660,65865
FY2020,Q1,North,Jammu & Kashmir,Commercial Vehicle,Bus,Mahindra,Diesel,1008,1342763
FY2020,Q1,North,Jammu & Kashmir,Electric Vehicle,E-Car,Tata Motors,Electric,122,116663
FY2020,Q1,North,Jammu & Kashmir,Passenger Car,Hatchback,Tata Motors,Petrol,3562,1303240
FY2020,Q1,North,Jammu & Kashmir,Three-Wheeler,Passenger 3W,Piaggio,Petrol,707,196985
FY2020,Q1,North,Jammu & Kashmir,Two-Wheeler,Scooter,TVS Motor,Petrol,19333,20510
FY2020,Q1,North,Punjab,Commercial Vehicle,LCV,Eicher Motors,Diesel,5287,1560108
FY2020,Q1,North,Punjab,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,722,103681
FY2020,Q1,North,Punjab,Passenger Car,Hatchback,Maruti Suzuki,Petrol,19345,1230465
FY2020,Q1,North,Punjab,Three-Wheeler,Passenger 3W,Mahindra,CNG,3910,144845
FY2020,Q1,North,Punjab,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,94211,75133
FY2020,Q1,North,Rajasthan,Commercial Vehicle,MHCV,Mahindra,CNG,12170,727492
FY2020,Q1,North,Rajasthan,Electric Vehicle,E-Two-Wheeler,Others,Electric,1215,354917
FY2020,Q1,North,Rajasthan,Passenger Car,SUV,Maruti Suzuki,Petrol,37196,1023278
FY2020,Q1,North,Rajasthan,Three-Wheeler,Passenger 3W,Mahindra,CNG,6787,332859
FY2020,Q1,North,Rajasthan,Two-Wheeler,Motorcycle,TVS Motor,Petrol,295548,60049
FY2020,Q1,North,Uttar Pradesh,Commercial Vehicle,LCV,Mahindra,Diesel,18739,417222
FY2020,Q1,North,Uttar Pradesh,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,2025,256178
FY2020,Q1,North,Uttar Pradesh,Passenger Car,Hatchback,Maruti Suzuki,Petrol,52618,607327
FY2020,Q1,North,Uttar Pradesh,Three-Wheeler,Passenger 3W,Piaggio,Petrol,20024,255876
FY2020,Q1,North,Uttar Pradesh,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,495940,55455
FY2020,Q1,North,Uttarakhand,Commercial Vehicle,LCV,Mahindra,CNG,1963,1106071
FY2020,Q1,North,Uttarakhand,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,286,179735
FY2020,Q1,North,Uttarakhand,Passenger Car,MUV,Mahindra,CNG,6535,1513580
FY2020,Q1,North,Uttarakhand,Three-Wheeler,Passenger 3W,Mahindra,Electric,1581,311979
FY2020,Q1,North,Uttarakhand,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,41984,35704
FY2020,Q1,Northeast,Assam,Commercial Vehicle,MHCV,Mahindra,Diesel,1741,1920477
FY2020,Q1,Northeast,Assam,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,146,198812
FY2020,Q1,Northeast,Assam,Passenger Car,Hatchback,Tata Motors,Electric,5024,932750
FY2020,Q1,Northeast,Assam,Three-Wheeler,Goods 3W,Bajaj Auto,Electric,1766,270849
FY2020,Q1,Northeast,Assam,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,38023,49512
FY2020,Q1,Northeast,Manipur,Commercial Vehicle,LCV,Mahindra,Diesel,350,1126296
FY2020,Q1,Northeast,Manipur,Electric Vehicle,E-Bus,Ola Electric,Electric,28,236792
FY2020,Q1,Northeast,Manipur,Passenger Car,Hatchback,Tata Motors,Petrol,619,1133702
FY2020,Q1,Northeast,Manipur,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,299,142790
FY2020,Q1,Northeast,Manipur,Two-Wheeler,Scooter,Bajaj Auto,Petrol,8144,62197
FY2020,Q1,Northeast,Meghalaya,Commercial Vehicle,LCV,Mahindra,Diesel,358,1550980
FY2020,Q1,Northeast,Meghalaya,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,30,185197
FY2020,Q1,Northeast,Meghalaya,Passenger Car,SUV,Tata Motors,Electric,1228,1458748
FY2020,Q1,Northeast,Meghalaya,Three-Wheeler,Goods 3W,TVS Motor,CNG,316,181293
FY2020,Q1,Northeast,Meghalaya,Two-Wheeler,Motorcycle,TVS Motor,Electric,7565,66558
FY2020,Q1,Northeast,Nagaland,Commercial Vehicle,Bus,Tata Motors,Diesel,170,1421914
FY2020,Q1,Northeast,Nagaland,Electric Vehicle,E-Two-Wheeler,Ather Energy,Electric,32,265260
FY2020,Q1,Northeast,Nagaland,Passenger Car,MUV,Hyundai,Petrol,653,621561
FY2020,Q1,Northeast,Nagaland,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,138,195145
FY2020,Q1,Northeast,Nagaland,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,3831,70215
FY2020,Q1,Northeast,Sikkim,Commercial Vehicle,LCV,Tata Motors,CNG,173,1877901
FY2020,Q1,Northeast,Sikkim,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,30,205440
FY2020,Q1,Northeast,Sikkim,Passenger Car,SUV,Maruti Suzuki,CNG,650,1343600
FY2020,Q1,Northeast,Sikkim,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,153,204386
FY2020,Q1,Northeast,Sikkim,Two-Wheeler,Scooter,Bajaj Auto,Petrol,3933,102357
FY2020,Q1,Northeast,Tripura,Commercial Vehicle,MHCV,Tata Motors,Diesel,534,1473877
FY2020,Q1,Northeast,Tripura,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,61,208230
FY2020,Q1,Northeast,Tripura,Passenger Car,Sedan,Hyundai,Diesel,1174,1102053
FY2020,Q1,Northeast,Tripura,Three-Wheeler,Goods 3W,Bajaj Auto,Petrol,472,263796
FY2020,Q1,Northeast,Tripura,Two-Wheeler,Moped,Royal Enfield,Electric,11782,50655
FY2020,Q1,South,Andhra Pradesh,Commercial Vehicle,LCV,Others,Diesel,10021,1699049
FY2020,Q1,South,Andhra Pradesh,Electric Vehicle,E-Car,Tata Motors,Electric,1926,231538
FY2020,Q1,South,Andhra Pradesh,Passenger Car,Hatchback,Tata Motors,Diesel,32519,722089
FY2020,Q1,South,Andhra Pradesh,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,6539,186176
FY2020,Q1,South,Andhra Pradesh,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,207457,85152
FY2020,Q1,South,Karnataka,Commercial Vehicle,MHCV,Mahindra,Diesel,12689,1808653
FY2020,Q1,South,Karnataka,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,3438,101720
FY2020,Q1,South,Karnataka,Passenger Car,Sedan,Maruti Suzuki,Diesel,53126,1867888
FY2020,Q1,South,Karnataka,Three-Wheeler,Goods 3W,TVS Motor,CNG,8539,271485
FY2020,Q1,South,Karnataka,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,277257,68851
FY2020,Q1,South,Kerala,Commercial Vehicle,LCV,Mahindra,Diesel,6048,1626378
FY2020,Q1,South,Kerala,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,1591,139489
FY2020,Q1,South,Kerala,Passenger Car,MUV,Maruti Suzuki,Petrol,27408,1383741
FY2020,Q1,South,Kerala,Three-Wheeler,Passenger 3W,Mahindra,Petrol,3811,234979
FY2020,Q1,South,Kerala,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,119427,74700
FY2020,Q1,South,Tamil Nadu,Commercial Vehicle,MHCV,Tata Motors,Diesel,14927,1810116
FY2020,Q1,South,Tamil Nadu,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,2793,269057
FY2020,Q1,South,Tamil Nadu,Passenger Car,SUV,Maruti Suzuki,Electric,64711,953999
FY2020,Q1,South,Tamil Nadu,Three-Wheeler,Passenger 3W,Piaggio,Petrol,8889,187472
FY2020,Q1,South,Tamil Nadu,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,306864,52404
FY2020,Q1,South,Telangana,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,8435,1490035
FY2020,Q1,South,Telangana,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,2259,239746
FY2020,Q1,South,Telangana,Passenger Car,SUV,Maruti Suzuki,Diesel,39431,668936
FY2020,Q1,South,Telangana,Three-Wheeler,Passenger 3W,Piaggio,Electric,6075,224708
FY2020,Q1,South,Telangana,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,174434,53361
FY2020,Q1,West,Goa,Commercial Vehicle,LCV,Mahindra,Diesel,828,767370
FY2020,Q1,West,Goa,Electric Vehicle,E-Car,Tata Motors,Electric,325,246793
FY2020,Q1,West,Goa,Passenger Car,Hatchback,Hyundai,Petrol,5140,635662
FY2020,Q1,West,Goa,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,938,182110
FY2020,Q1,West,Goa,Two-Wheeler,Scooter,Others,Petrol,18718,58078
FY2020,Q1,West,Gujarat,Commercial Vehicle,LCV,Mahindra,CNG,16129,969475
FY2020,Q1,West,Gujarat,Electric Vehicle,E-Two-Wheeler,Others,Electric,2431,276250
FY2020,Q1,West,Gujarat,Passenger Car,SUV,Toyota,CNG,49053,355471
FY2020,Q1,West,Gujarat,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,11143,270907
FY2020,Q1,West,Gujarat,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,266570,23565
FY2020,Q1,West,Maharashtra,Commercial Vehicle,MHCV,Tata Motors,Diesel,19951,1106442
FY2020,Q1,West,Maharashtra,Electric Vehicle,E-Car,Others,Electric,4068,347558
FY2020,Q1,West,Maharashtra,Passenger Car,SUV,Maruti Suzuki,Petrol,83052,1561654
FY2020,Q1,West,Maharashtra,Three-Wheeler,Passenger 3W,TVS Motor,Petrol,16658,280471
FY2020,Q1,West,Maharashtra,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,362608,50728
FY2020,Q2,Central,Chhattisgarh,Commercial Vehicle,MHCV,Force Motors,Diesel,3240,818967
FY2020,Q2,Central,Chhattisgarh,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,335,58440
FY2020,Q2,Central,Chhattisgarh,Passenger Car,Hatchback,Toyota,Petrol,7392,755646
FY2020,Q2,Central,Chhattisgarh,Three-Wheeler,Passenger 3W,Piaggio,Petrol,2132,311231
FY2020,Q2,Central,Chhattisgarh,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,66176,79817
FY2020,Q2,Central,Madhya Pradesh,Commercial Vehicle,LCV,Ashok Leyland,Diesel,9851,2189718
FY2020,Q2,Central,Madhya Pradesh,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,1045,157392
FY2020,Q2,Central,Madhya Pradesh,Passenger Car,Sedan,Maruti Suzuki,Petrol,26857,1111908
FY2020,Q2,Central,Madhya Pradesh,Three-Wheeler,Passenger 3W,Piaggio,Petrol,5385,178606
FY2020,Q2,Central,Madhya Pradesh,Two-Wheeler,Scooter,Bajaj Auto,Petrol,109130,60142
FY2020,Q2,East,Bihar,Commercial Vehicle,LCV,Tata Motors,Diesel,3960,1123869
FY2020,Q2,East,Bihar,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,487,200752
FY2020,Q2,East,Bihar,Passenger Car,Van,Others,Petrol,12728,734021
FY2020,Q2,East,Bihar,Three-Wheeler,Goods 3W,Bajaj Auto,Electric,5968,192309
FY2020,Q2,East,Bihar,Two-Wheeler,Scooter,Hero MotoCorp,CNG,146117,66003
FY2020,Q2,East,Jharkhand,Commercial Vehicle,LCV,Tata Motors,Diesel,2582,2191058
FY2020,Q2,East,Jharkhand,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,286,150199
FY2020,Q2,East,Jharkhand,Passenger Car,Sedan,Kia,Diesel,6374,925289
FY2020,Q2,East,Jharkhand,Three-Wheeler,Goods 3W,Piaggio,CNG,1631,233988
FY2020,Q2,East,Jharkhand,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,49252,66319
FY2020,Q2,East,Odisha,Commercial Vehicle,LCV,Tata Motors,CNG,3287,851428
FY2020,Q2,East,Odisha,Electric Vehicle,E-Car,Ola Electric,Electric,529,313100
FY2020,Q2,East,Odisha,Passenger Car,Hatchback,Tata Motors,Petrol,10809,821015
FY2020,Q2,East,Odisha,Three-Wheeler,Passenger 3W,Piaggio,Electric,2997,210850
FY2020,Q2,East,Odisha,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,85386,84695
FY2020,Q2,East,West Bengal,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,7950,1268346
FY2020,Q2,East,West Bengal,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,1251,350063
FY2020,Q2,East,West Bengal,Passenger Car,Sedan,Toyota,Petrol,27575,975005
FY2020,Q2,East,West Bengal,Three-Wheeler,Passenger 3W,Piaggio,Petrol,9840,187276
FY2020,Q2,East,West Bengal,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,199675,42596
FY2020,Q2,North,Delhi,Commercial Vehicle,LCV,Force Motors,Diesel,6602,1369451
FY2020,Q2,North,Delhi,Electric Vehicle,E-Car,Tata Motors,Electric,1452,372102
FY2020,Q2,North,Delhi,Passenger Car,SUV,Maruti Suzuki,Petrol,31450,1111788
FY2020,Q2,North,Delhi,Three-Wheeler,Passenger 3W,Mahindra,Petrol,13986,210224
FY2020,Q2,North,Delhi,Two-Wheeler,Scooter,Others,Petrol,146380,109023
FY2020,Q2,North,Haryana,Commercial Vehicle,MHCV,Tata Motors,Diesel,6317,1063104
FY2020,Q2,North,Haryana,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,1626,330885
FY2020,Q2,North,Haryana,Passenger Car,MUV,Mahindra,Petrol,22340,1089512
FY2020,Q2,North,Haryana,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,4239,296312
FY2020,Q2,North,Haryana,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,130207,98876
FY2020,Q2,North,Himachal Pradesh,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,1305,747705
FY2020,Q2,North,Himachal Pradesh,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,188,321809
FY2020,Q2,North,Himachal Pradesh,Passenger Car,SUV,Others,Petrol,4185,939670
FY2020,Q2,North,Himachal Pradesh,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,768,273946
FY2020,Q2,North,Himachal Pradesh,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,26922,64022
FY2020,Q2,North,Jammu & Kashmir,Commercial Vehicle,Three-Wheeler Goods,Eicher Motors,Diesel,971,1545601
FY2020,Q2,North,Jammu & Kashmir,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,1452,341436
FY2020,Q2,North,Jammu & Kashmir,Passenger Car,Hatchback,Hyundai,Petrol,3393,797153
FY2020,Q2,North,Jammu & Kashmir,Three-Wheeler,Passenger 3W,TVS Motor,Petrol,683,98494
FY2020,Q2,North,Jammu & Kashmir,Two-Wheeler,Scooter,TVS Motor,Petrol,19581,54674
FY2020,Q2,North,Punjab,Commercial Vehicle,LCV,Ashok Leyland,Diesel,5042,1878768
FY2020,Q2,North,Punjab,Electric Vehicle,E-Car,Tata Motors,Electric,875,370902
FY2020,Q2,North,Punjab,Passenger Car,SUV,Others,Diesel,18426,139681
FY2020,Q2,North,Punjab,Three-Wheeler,Goods 3W,Mahindra,Electric,3615,181798
FY2020,Q2,North,Punjab,Two-Wheeler,Scooter,TVS Motor,Electric,103920,89217
FY2020,Q2,North,Rajasthan,Commercial Vehicle,Bus,Tata Motors,CNG,11838,1320731
FY2020,Q2,North,Rajasthan,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,1435,283371
FY2020,Q2,North,Rajasthan,Passenger Car,Hatchback,Hyundai,Diesel,34205,1078154
FY2020,Q2,North,Rajasthan,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,7267,265347
FY2020,Q2,North,Rajasthan,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,313115,79946
FY2020,Q2,North,Uttar Pradesh,Commercial Vehicle,Three-Wheeler Goods,Ashok Leyland,Diesel,19819,1431824
FY2020,Q2,North,Uttar Pradesh,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,2333,201089
FY2020,Q2,North,Uttar Pradesh,Passenger Car,Hatchback,Others,Petrol,53810,1087061
FY2020,Q2,North,Uttar Pradesh,Three-Wheeler,Passenger 3W,TVS Motor,Electric,22717,237519
FY2020,Q2,North,Uttar Pradesh,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,500028,65331
FY2020,Q2,North,Uttarakhand,Commercial Vehicle,Bus,Force Motors,Diesel,2034,1161724
FY2020,Q2,North,Uttarakhand,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,345,178531
FY2020,Q2,North,Uttarakhand,Passenger Car,SUV,Hyundai,CNG,6354,1099294
FY2020,Q2,North,Uttarakhand,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,1447,118585
FY2020,Q2,North,Uttarakhand,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,109130,16456
FY2020,Q2,Northeast,Assam,Commercial Vehicle,Bus,Ashok Leyland,Diesel,1763,1356457
FY2020,Q2,Northeast,Assam,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,158,223137
FY2020,Q2,Northeast,Assam,Passenger Car,Hatchback,Tata Motors,Diesel,4634,996566
FY2020,Q2,Northeast,Assam,Three-Wheeler,Passenger 3W,TVS Motor,Petrol,1898,262397
FY2020,Q2,Northeast,Assam,Two-Wheeler,Moped,TVS Motor,Petrol,38799,60160
FY2020,Q2,Northeast,Manipur,Commercial Vehicle,MHCV,Ashok Leyland,Diesel,315,1580220
FY2020,Q2,Northeast,Manipur,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,35,154423
FY2020,Q2,Northeast,Manipur,Passenger Car,Hatchback,Hyundai,Electric,642,1557132
FY2020,Q2,Northeast,Manipur,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,282,255465
FY2020,Q2,Northeast,Manipur,Two-Wheeler,Moped,Hero MotoCorp,Electric,7950,27678
FY2020,Q2,Northeast,Meghalaya,Commercial Vehicle,LCV,Tata Motors,Diesel,338,1022024
FY2020,Q2,Northeast,Meghalaya,Electric Vehicle,E-Two-Wheeler,TVS Motor,Electric,31,54269
FY2020,Q2,Northeast,Meghalaya,Passenger Car,SUV,Kia,Petrol,1189,1492631
FY2020,Q2,Northeast,Meghalaya,Three-Wheeler,Goods 3W,Bajaj Auto,Petrol,314,226805
FY2020,Q2,Northeast,Meghalaya,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,8785,87429
FY2020,Q2,Northeast,Nagaland,Commercial Vehicle,LCV,Tata Motors,Electric,159,1097546
FY2020,Q2,Northeast,Nagaland,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,33,258060
FY2020,Q2,Northeast,Nagaland,Passenger Car,SUV,Maruti Suzuki,Petrol,567,818216
FY2020,Q2,Northeast,Nagaland,Three-Wheeler,Passenger 3W,TVS Motor,CNG,153,179382
FY2020,Q2,Northeast,Nagaland,Two-Wheeler,Motorcycle,Hero MotoCorp,Petrol,4121,81842
FY2020,Q2,Northeast,Sikkim,Commercial Vehicle,LCV,Eicher Motors,Diesel,176,1648894
FY2020,Q2,Northeast,Sikkim,Electric Vehicle,E-Two-Wheeler,Bajaj Auto,Electric,31,145132
FY2020,Q2,Northeast,Sikkim,Passenger Car,Hatchback,Kia,Petrol,649,992216
FY2020,Q2,Northeast,Sikkim,Three-Wheeler,Goods 3W,Piaggio,CNG,137,157215
FY2020,Q2,Northeast,Sikkim,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,3888,87887
FY2020,Q2,Northeast,Tripura,Commercial Vehicle,LCV,Ashok Leyland,CNG,495,1218213
FY2020,Q2,Northeast,Tripura,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,71,214219
FY2020,Q2,Northeast,Tripura,Passenger Car,SUV,Maruti Suzuki,Petrol,1124,548356
FY2020,Q2,Northeast,Tripura,Three-Wheeler,Passenger 3W,Piaggio,CNG,441,240274
FY2020,Q2,Northeast,Tripura,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,11686,55156
FY2020,Q2,South,Andhra Pradesh,Commercial Vehicle,LCV,Eicher Motors,Electric,9179,1094120
FY2020,Q2,South,Andhra Pradesh,Electric Vehicle,E-Bus,Ather Energy,Electric,1927,346221
FY2020,Q2,South,Andhra Pradesh,Passenger Car,SUV,Maruti Suzuki,Diesel,28908,716952
FY2020,Q2,South,Andhra Pradesh,Three-Wheeler,Passenger 3W,TVS Motor,Petrol,7117,234445
FY2020,Q2,South,Andhra Pradesh,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,242441,47382
FY2020,Q2,South,Karnataka,Commercial Vehicle,LCV,Tata Motors,Electric,10903,964636
FY2020,Q2,South,Karnataka,Electric Vehicle,E-Bus,Others,Electric,3945,186045
FY2020,Q2,South,Karnataka,Passenger Car,Sedan,Toyota,Petrol,51216,410049
FY2020,Q2,South,Karnataka,Three-Wheeler,Goods 3W,Mahindra,CNG,8303,393378
FY2020,Q2,South,Karnataka,Two-Wheeler,Motorcycle,Bajaj Auto,Petrol,257725,85587
FY2020,Q2,South,Kerala,Commercial Vehicle,MHCV,Mahindra,CNG,6189,1025600
FY2020,Q2,South,Kerala,Electric Vehicle,E-Car,Ola Electric,Electric,1778,304724
FY2020,Q2,South,Kerala,Passenger Car,SUV,Maruti Suzuki,Petrol,28721,1426516
FY2020,Q2,South,Kerala,Three-Wheeler,Goods 3W,Bajaj Auto,CNG,3878,238029
FY2020,Q2,South,Kerala,Two-Wheeler,Scooter,Bajaj Auto,Electric,116502,67325
FY2020,Q2,South,Tamil Nadu,Commercial Vehicle,LCV,Tata Motors,Electric,14816,1013485
FY2020,Q2,South,Tamil Nadu,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,3087,109520
FY2020,Q2,South,Tamil Nadu,Passenger Car,SUV,Tata Motors,Electric,54493,580933
FY2020,Q2,South,Tamil Nadu,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,9339,268782
FY2020,Q2,South,Tamil Nadu,Two-Wheeler,Moped,TVS Motor,Petrol,358523,38385
FY2020,Q2,South,Telangana,Commercial Vehicle,LCV,Tata Motors,Diesel,7642,1568741
FY2020,Q2,South,Telangana,Electric Vehicle,E-Two-Wheeler,Others,Electric,2452,190811
FY2020,Q2,South,Telangana,Passenger Car,SUV,Tata Motors,Petrol,38550,688810
FY2020,Q2,South,Telangana,Three-Wheeler,Passenger 3W,TVS Motor,Electric,5589,167359
FY2020,Q2,South,Telangana,Two-Wheeler,Motorcycle,TVS Motor,Petrol,196020,51071
FY2020,Q2,West,Goa,Commercial Vehicle,LCV,Force Motors,Diesel,808,2339937
FY2020,Q2,West,Goa,Electric Vehicle,E-Car,Others,Electric,334,347959
FY2020,Q2,West,Goa,Passenger Car,SUV,Hyundai,Petrol,5055,753480
FY2020,Q2,West,Goa,Three-Wheeler,Goods 3W,TVS Motor,Petrol,941,189768
FY2020,Q2,West,Goa,Two-Wheeler,Scooter,Others,Petrol,19643,45082
FY2020,Q2,West,Gujarat,Commercial Vehicle,Three-Wheeler Goods,Ashok Leyland,Diesel,14484,940990
FY2020,Q2,West,Gujarat,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,2633,73219
FY2020,Q2,West,Gujarat,Passenger Car,SUV,Hyundai,Diesel,42944,991940
FY2020,Q2,West,Gujarat,Three-Wheeler,Goods 3W,Mahindra,Petrol,11223,153136
FY2020,Q2,West,Gujarat,Two-Wheeler,Scooter,Honda Motorcycle,Petrol,253098,65264
FY2020,Q2,West,Maharashtra,Commercial Vehicle,MHCV,Tata Motors,Diesel,19495,1214110
FY2020,Q2,West,Maharashtra,Electric Vehicle,E-Car,Ather Energy,Electric,4626,237558
FY2020,Q2,West,Maharashtra,Passenger Car,SUV,Maruti Suzuki,Petrol,77293,974690
FY2020,Q2,West,Maharashtra,Three-Wheeler,Passenger 3W,Bajaj Auto,CNG,17316,246259
FY2020,Q2,West,Maharashtra,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,382621,95175
FY2020,Q3,Central,Chhattisgarh,Commercial Vehicle,LCV,Eicher Motors,CNG,3404,1154219
FY2020,Q3,Central,Chhattisgarh,Electric Vehicle,E-Car,Ola Electric,Electric,510,75298
FY2020,Q3,Central,Chhattisgarh,Passenger Car,SUV,Hyundai,Diesel,9385,1167263
FY2020,Q3,Central,Chhattisgarh,Three-Wheeler,Goods 3W,Mahindra,CNG,3012,277373
FY2020,Q3,Central,Chhattisgarh,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,84847,47910
FY2020,Q3,Central,Madhya Pradesh,Commercial Vehicle,Bus,Tata Motors,Diesel,10033,795400
FY2020,Q3,Central,Madhya Pradesh,Electric Vehicle,E-Three-Wheeler,Tata Motors,Electric,1550,100027
FY2020,Q3,Central,Madhya Pradesh,Passenger Car,SUV,Mahindra,Diesel,35300,1210960
FY2020,Q3,Central,Madhya Pradesh,Three-Wheeler,Goods 3W,Bajaj Auto,Electric,6317,209984
FY2020,Q3,Central,Madhya Pradesh,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,358244,68798
FY2020,Q3,East,Bihar,Commercial Vehicle,LCV,Ashok Leyland,Diesel,4986,1950665
FY2020,Q3,East,Bihar,Electric Vehicle,E-Three-Wheeler,Ola Electric,Electric,748,277523
FY2020,Q3,East,Bihar,Passenger Car,Sedan,Others,Petrol,17615,886659
FY2020,Q3,East,Bihar,Three-Wheeler,Passenger 3W,TVS Motor,Petrol,7299,80000
FY2020,Q3,East,Bihar,Two-Wheeler,Motorcycle,Honda Motorcycle,Petrol,202241,74317
FY2020,Q3,East,Jharkhand,Commercial Vehicle,Bus,Tata Motors,Diesel,2986,693637
FY2020,Q3,East,Jharkhand,Electric Vehicle,E-Two-Wheeler,Ola Electric,Electric,425,169515
FY2020,Q3,East,Jharkhand,Passenger Car,SUV,Maruti Suzuki,CNG,7640,690031
FY2020,Q3,East,Jharkhand,Three-Wheeler,Passenger 3W,Bajaj Auto,Petrol,2362,281214
FY2020,Q3,East,Jharkhand,Two-Wheeler,Motorcycle,Royal Enfield,Petrol,72092,112382
FY2020,Q3,East,Odisha,Commercial Vehicle,Bus,Mahindra,Diesel,3767,1758170
FY2020,Q3,East,Odisha,Electric Vehicle,E-Car,Ather Energy,Electric,715,226118
FY2020,Q3,East,Odisha,Passenger Car,SUV,Maruti Suzuki,Diesel,14689,1611730
FY2020,Q3,East,Odisha,Three-Wheeler,Goods 3W,TVS Motor,Petrol,3600,263221
FY2020,Q3,East,Odisha,Two-Wheeler,Motorcycle,TVS Motor,Petrol,109273,51936
FY2020,Q3,East,West Bengal,Commercial Vehicle,Bus,Ashok Leyland,CNG,9890,1242459
FY2020,Q3,East,West Bengal,Electric Vehicle,E-Two-Wheeler,Tata Motors,Electric,1811,262567
FY2020,Q3,East,West Bengal,Passenger Car,SUV,Others,Petrol,36674,510811
FY2020,Q3,East,West Bengal,Three-Wheeler,Goods 3W,Piaggio,CNG,13313,333403
FY2020,Q3,East,West Bengal,Two-Wheeler,Scooter,Hero MotoCorp,Petrol,298973,34216
FY2020,Q3,North,Delhi,Commercial Vehicle,LCV,Tata Motors,Diesel,7756,1226614
